opus,key,performer,year,time,seconds,label,pid,status,piece_path,performer_label
59.2,A maj,Rubinstein,1966,2:35,155,BMG 09026-63050-2,9059b-12,-,mazurka59-2/pid9059b-12,46
59.2,A maj,Shebanova,2002,2:20,140,DUX 0350/0351,9072b-12,-,mazurka59-2/pid9072b-12,47
59.2,A maj,Smith,1975,1:05,65,EMI 724358576726,9054b-08,-,mazurka59-2/pid9054b-08,48
59.2,A maj,Sztompka,1959,2:46,166,Muza PNOD 313 A/B,9170b-08,-,mazurka59-2/pid9170b-08,50
59.2,A maj,Uninsky,1971,2:58,178,Philips 442 574-2,9061b-05,-,mazurka59-2/pid9061b-05,51
59.2,A maj,Wasowski,1980,3:05,185,Concord CCD-42036,9111b-10,-,mazurka59-2/pid9111b-10,53
59.3,F# min,Ashkenazy,1981,3:13,193,Decca 448 086-2,9058b-09,-,mazurka59-3/pid9058b-09,0
59.3,F# min,Ashkenazy,1999,3:12,192,Decca SACD 470 608-2,918821-11,-,mazurka59-3/pid918821-11,0
59.3,F# min,Bacha,2000,3:15,195,Forlane 126817,9166l-03,-,mazurka59-3/pid9166l-03,1
59.3,F# min,Barbosa,1983,3:12,192,Centaur CRC2098/9,9174b-09,-,mazurka59-3/pid9174b-09,2
59.3,F# min,Biret,1990,3:59,239,Naxos 8.550359,9062b-12,-,mazurka59-3/pid9062b-12,3
59.3,F# min,Brailowsky,1960,3:14,194,Sony SB2K 63237,9060b-07,-,mazurka59-3/pid9060b-07,6
59.3,F# min,Chiu,1999,3:35,215,HMX 2907352.53,9048b-13,precor,mazurka59-3/pid9048b-13,7
59.3,F# min,Cohen,1997,4:39,279,Glossa 920507 ,9069-09,-,mazurka59-3/pid9069-09,9
59.3,F# min,Cortot,1951,4:31,271,Concert Artist 9180/12 ,9066b-09,-,mazurka59-3/pid9066b-09,10
59.3,F# min,Csalog,1996,3:13,193,Hungaroton HCD 31755/6,1263b-09,-,mazurka59-3/pid1263b-09,11
59.3,F# min,Czerny-Stefanska,1990,3:42,222,Pony Canyon Classics PCCL-00460,9192b-09,-,mazurka59-3/pid9192b-09,12
59.3,F# min,Ezaki,2006,3:23,203,Triton OVCT-00035,9139b-09,-,mazurka59-3/pid9139b-09,13
59.3,F# min,Falvay,1989,3:29,209,Naxos 8.550256 ,9068-18,-,mazurka59-3/pid9068-18,14
59.3,F# min,Ferenczy,1958,3:20,200,Hungaroton HCD 32121,9097-21,-,mazurka59-3/pid9097-21,15
59.3,F# min,Fiorentino,1962,3:09,189,Con. Artist 9200-2 ,9065-25,-,mazurka59-3/pid9065-25,16
59.3,F# min,Fliere,1977,3:18,198,Melodia 10 00439,9063b-13,-,mazurka59-3/pid9063b-13,17
59.3,F# min,Fou,1978,3:30,210,Sony SB2K 53 246,9071b-19,-,mazurka59-3/pid9071b-19,18
59.3,F# min,Francois,1956,3:16,196,EMI CZS 7 67413 2,9070b-21,-,mazurka59-3/pid9070b-21,19
59.3,F# min,Gornostaeva,1994,3:12,192,Vista Vera VVCD-00064,9116-14,-,mazurka59-3/pid9116-14,21
59.3,F# min,Hatto,1993,3:35,215,Con. Artist FED4-TC-0116/7,610003b-13,-,mazurka59-3/pid610003b-13,22
59.3,F# min,Hatto,2006,3:35,215,Con. Artist 9270/12,9073b-13,-,mazurka59-3/pid9073b-13,22
59.3,F# min,Horowitz,1950,3:08,188,Philips 456 842-2 ,5667249-18,-,mazurka59-3/pid5667249-18,23
59.3,F# min,Horowitz,1973,3:30,210,S3K 93039 Legacy ,59340-11,-,mazurka59-3/pid59340-11,23
59.3,F# min,Indjic,1988,3:39,219,Calliope 3321,9050b-09,-,mazurka59-3/pid9050b-09,24
59.3,F# min,Kushner,1989,3:50,230,Connoisseur CD4181/2,9118b-13,-,mazurka59-3/pid9118b-13,26
59.3,F# min,Luisada,1991,3:38,218,DG 463054-2,9055b-09,-,mazurka59-3/pid9055b-09,28
59.3,F# min,Magaloff,1978,3:39,219,Phillips 426 817/29-2,9074g-09,-,mazurka59-3/pid9074g-09,30
59.3,F# min,Magin,1975,3:10,190,Accord 465 665-2,9138b-09,-,mazurka59-3/pid9138b-09,31
59.3,F# min,Meguri,1997,2:57,177,Live Notes WWCC-7313,9137-19,-,mazurka59-3/pid9137-19,33
59.3,F# min,Milkina,1970,4:00,240,Unterschrift/EMI,9099b-13,-,mazurka59-3/pid9099b-13,35
59.3,F# min,Mohovich,1999,3:54,234,Agora AG 231.2,9104b-09,-,mazurka59-3/pid9104b-09,36
59.3,F# min,Niedzielski,1931,3:01,181,HMV C-2008/10,610001-11,-,mazurka59-3/pid610001-11,37
59.3,F# min,Ohlsson,1999,3:25,205,Arabesque Z6730-2,9153b-09,-,mazurka59-3/pid9153b-09,38
59.3,F# min,Osinska,1989,3:37,217,Cassiopee 969 213/6,9101c-03,-,mazurka59-3/pid9101c-03,40
59.3,F# min,Perlemuter,1992,4:02,242,Nimbus NI5393,9089-04,-,mazurka59-3/pid9089-04,41
59.3,F# min,Poblocka,1980,3:11,191,Muza CK 1026,6100022-06,-,mazurka59-3/pid6100022-06,42
59.3,F# min,Poblocka,1999,3:19,199,BeArTon CDB012/13,9093b-15,-,mazurka59-3/pid9093b-15,42
59.3,F# min,Rangell,2001,3:23,203,Dorian DOR-93258,9094b-09,-,mazurka59-3/pid9094b-09,43
59.3,F# min,Rubinstein,1939,3:13,193,Naxos 8.110656-57,9049b-09,-,mazurka59-3/pid9049b-09,46
59.3,F# min,Rubinstein,1952,3:15,195,BMG 09026 63027-2,9075b-09,-,mazurka59-3/pid9075b-09,46
59.3,F# min,Rubinstein,1966,3:39,219,BMG 09026-63050-2,9059b-13,-,mazurka59-3/pid9059b-13,46
59.3,F# min,Shebanova,2002,3:00,180,DUX 0350/0351,9072b-13,-,mazurka59-3/pid9072b-13,47
59.3,F# min,Smith,1975,0:52,52,EMI 724358576726,9054b-09,-,mazurka59-3/pid9054b-09,48
59.3,F# min,Sztompka,1959,3:40,220,Muza PNOD 313 A/B,9170b-09,-,mazurka59-3/pid9170b-09,50
59.3,F# min,Uninsky,1959,3:47,227,Philips 442 574-2,9061b-06,-,mazurka59-3/pid9061b-06,51
59.3,F# min,Wasowski,1980,3:56,236,Concord CCD-42036,9111b-11,-,mazurka59-3/pid9111b-11,53
63.1,B maj,Ashkenazy,1981,1:59,119,Decca 448 086-2,9058b-10,-,mazurka63-1/pid9058b-10,0
63.1,B maj,Bacha,2000,2:00,120,Forlane 126817,9166l-08,-,mazurka63-1/pid9166l-08,1
63.1,B maj,Barbosa,1983,2:02,122,Centaur CRC2098/9,9174b-10,-,mazurka63-1/pid9174b-10,2
63.1,B maj,Biret,1990,2:13,133,Naxos 8.550359,9062b-13,-,mazurka63-1/pid9062b-13,3
63.1,B maj,Brailowsky,1960,1:58,118,Sony SB2K 63237,9060b-08,-,mazurka63-1/pid9060b-08,6
63.1,B maj,Chiu,1999,2:05,125,HMX 2907352.53,9048b-14,-,mazurka63-1/pid9048b-14,7
63.1,B maj,Cohen,1997,2:50,170,Glossa 920507 ,9069-10,-,mazurka63-1/pid9069-10,9
63.1,B maj,Cortot,1951,2:07,127,Concert Artist 9180/12 ,9066b-10,-,mazurka63-1/pid9066b-10,10
63.1,B maj,Csalog,1996,2:03,123,Hungaroton HCD 31755/6,1263b-10,-,mazurka63-1/pid1263b-10,11
63.1,B maj,Czerny-Stefanska,1990,2:17,137,Pony Canyon Classics PCCL-00460,9192b-10,-,mazurka63-1/pid9192b-10,12
63.1,B maj,Ezaki,2006,2:13,133,Triton OVCT-00035,9139b-10,-,mazurka63-1/pid9139b-10,13
63.1,B maj,Fliere,1977,2:12,132,Melodia 10 00439,9063b-14,-,mazurka63-1/pid9063b-14,17
63.1,B maj,Fou,1978,1:59,119,Sony SB2K 53 246,9071b-20,-,mazurka63-1/pid9071b-20,18
63.1,B maj,Francois,1956,2:11,131,EMI CZS 7 67413 2,9070b-22,-,mazurka63-1/pid9070b-22,19
63.1,B maj,Hatto,1993,1:57,117,Con. Artist FED4-TC-0116/7,610003b-14,-,mazurka63-1/pid610003b-14,22
63.1,B maj,Hatto,2006,1:56,116,Con. Artist 9270/12,9073b-14,-,mazurka63-1/pid9073b-14,22
63.1,B maj,Indjic,1988,1:57,117,Calliope 3321,9050b-10,-,mazurka63-1/pid9050b-10,24
63.1,B maj,Kushner,1989,2:19,139,Connoisseur CD4181/2,9118b-14,-,mazurka63-1/pid9118b-14,26
63.1,B maj,Luisada,1991,2:11,131,DG 463054-2,9055b-10,-,mazurka63-1/pid9055b-10,28
63.1,B maj,Lushtak,2004,2:08,128,Centaur CRC 2707,9088-20,-,mazurka63-1/pid9088-20,29
63.1,B maj,Magaloff,1978,1:57,117,Phillips 426 817/29-2,9074g-10,-,mazurka63-1/pid9074g-10,30
63.1,B maj,Magin,1975,1:54,114,Accord 465 665-2,9138b-10,-,mazurka63-1/pid9138b-10,31
63.1,B maj,Milkina,1970,2:24,144,Unterschrift/EMI,9099b-14,-,mazurka63-1/pid9099b-14,35
63.1,B maj,Mohovich,1999,2:16,136,Agora AG 231.2,9104b-10,-,mazurka63-1/pid9104b-10,36
63.1,B maj,Ohlsson,1999,2:15,135,Arabesque Z6730-2,9153b-10,-,mazurka63-1/pid9153b-10,38
63.1,B maj,Osinska,1989,2:17,137,Cassiopee 969 213/6,9101c-04,-,mazurka63-1/pid9101c-04,40
63.1,B maj,Perlemuter,1992,2:23,143,Nimbus NI5393,9089-05,-,mazurka63-1/pid9089-05,41
63.1,B maj,Poblocka,1999,2:07,127,BeArTon CDB012/13,9093b-16,-,mazurka63-1/pid9093b-16,42
63.1,B maj,Rangell,2001,2:04,124,Dorian DOR-93258,9094b-10,-,mazurka63-1/pid9094b-10,43
63.1,B maj,Rosen,1989,2:12,132,Globe 5028 ,52932-22,-,mazurka63-1/pid52932-22,44
63.1,B maj,Rosenthal,1937,2:14,134,Membran 222913-321,9057j-06,-,mazurka63-1/pid9057j-06,45
63.1,B maj,Rosenthal,1937,2:15,135,Appian CDAPR 7002,9184b-09,-,mazurka63-1/pid9184b-09,45
63.1,B maj,Rubinstein,1932,2:06,126,Naxos 8.110656-57,9049b-25,-,mazurka63-1/pid9049b-25,46
63.1,B maj,Rubinstein,1932,2:07,127,BMG 0-9026-63002-2 ,0198-05,-,mazurka63-1/pid0198-05,46
63.1,B maj,Rubinstein,1939,2:04,124,Naxos 8.110656-57,9049b-10,-,mazurka63-1/pid9049b-10,46
63.1,B maj,Rubinstein,1952,1:59,119,BMG 09026 63027-2,9075b-10,-,mazurka63-1/pid9075b-10,46
63.1,B maj,Rubinstein,1966,2:17,137,BMG 09026-63050-2,9059b-14,-,mazurka63-1/pid9059b-14,46
63.1,B maj,Shebanova,2002,1:55,115,DUX 0350/0351,9072b-14,-,mazurka63-1/pid9072b-14,47
63.1,B maj,Smith,1975,2:26,146,EMI 724358576726,9054b-10,-,mazurka63-1/pid9054b-10,48
63.1,B maj,Sofronitsky,1949,1:52,112,Vista Vera VVCD-00118-2,9114-32,-,mazurka63-1/pid9114-32,49
63.1,B maj,Sztompka,1959,2:13,133,Muza PNOD 313 A/B,9170b-10,-,mazurka63-1/pid9170b-10,50
63.1,B maj,Uninsky,1971,2:00,120,Philips 442 574-2,9061b-07,-,mazurka63-1/pid9061b-07,51
63.1,B maj,Wasowski,1980,2:27,147,Concord CCD-42036,9111b-12,-,mazurka63-1/pid9111b-12,53
63.2,F min,Ashkenazy,1981,2:08,128,Decca 448 086-2,9058b-11,-,mazurka63-2/pid9058b-11,0
63.2,F min,Bacha,2000,1:37,97,Forlane 126817,9166l-09,-,mazurka63-2/pid9166l-09,1
63.2,F min,Barbosa,1983,1:38,98,Centaur CRC2098/9,9174b-11,-,mazurka63-2/pid9174b-11,2
63.2,F min,Biret,1990,2:18,138,Naxos 8.550359,9062b-14,-,mazurka63-2/pid9062b-14,3
63.2,F min,Blet,2003,1:41,101,Marcal MA030501,9103-19,-,mazurka63-2/pid9103-19,4
63.2,F min,Block,1995,1:39,99,ProPiano PPR224507 ,9064-20,-,mazurka63-2/pid9064-20,5
63.2,F min,Brailowsky,1960,1:32,92,Sony SB2K 63237,9060b-09,-,mazurka63-2/pid9060b-09,6
63.2,F min,Chiu,1999,1:53,113,HMX 2907352.53,9048b-15,-,mazurka63-2/pid9048b-15,7
63.2,F min,Cohen,1997,2:06,126,Glossa 920507 ,9069-11,-,mazurka63-2/pid9069-11,9
63.2,F min,Cortot,1951,1:57,117,Concert Artist 9180/12 ,9066b-11,-,mazurka63-2/pid9066b-11,10
63.2,F min,Csalog,1996,1:48,108,Hungaroton HCD 31755/6,1263b-11,-,mazurka63-2/pid1263b-11,11
63.2,F min,Czerny-Stefanska,1990,1:40,100,Pony Canyon Classics PCCL-00460,9192b-11,-,mazurka63-2/pid9192b-11,12
63.2,F min,Ezaki,2006,1:43,103,Triton OVCT-00035,9139b-11,-,mazurka63-2/pid9139b-11,13
63.2,F min,Falvay,1989,1:43,103,Naxos 8.550256 ,9068-19,-,mazurka63-2/pid9068-19,14
63.2,F min,Ferenczy,1958,2:25,145,Hungaroton HCD 32121,9097-23,-,mazurka63-2/pid9097-23,15
63.2,F min,Fiorentino,1963,1:47,107,Con. Artist 9200-2 ,9065-26,-,mazurka63-2/pid9065-26,16
63.2,F min,Fliere,1977,1:55,115,Melodia 10 00439,9063b-15,-,mazurka63-2/pid9063b-15,17
63.2,F min,Fou,1978,1:48,108,Sony SB2K 53 246,9071b-21,-,mazurka63-2/pid9071b-21,18
63.2,F min,Fou,2005,1:46,106,NIFC CD001,9092-05,-,mazurka63-2/pid9092-05,18
63.2,F min,Francois,1956,1:30,90,EMI CZS 7 67413 2,9070b-23,-,mazurka63-2/pid9070b-23,19
63.2,F min,Gornostaeva,1994,1:33,93,Vista Vera VVCD-00064,9116-18,-,mazurka63-2/pid9116-18,21
63.2,F min,Hatto,1993,2:08,128,Con. Artist FED4-TC-0116/7,610003b-15,-,mazurka63-2/pid610003b-15,22
63.2,F min,Hatto,2006,2:07,127,Con. Artist 9270/12,9073b-15,-,mazurka63-2/pid9073b-15,22
63.2,F min,Horowitz,1949,1:46,106,Philips 456 842-2 ,5667249-23,-,mazurka63-2/pid5667249-23,23
63.2,F min,Indjic,1988,2:08,128,Calliope 3321,9050b-11,-,mazurka63-2/pid9050b-11,24
63.2,F min,Kapell,1951,1:36,96,RCA 09026-68990-2,9090-20,-,mazurka63-2/pid9090-20,25
63.2,F min,Kushner,1989,2:02,122,Connoisseur CD4181/2,9118b-15,-,mazurka63-2/pid9118b-15,26
63.2,F min,Luisada,1991,1:56,116,DG 463054-2,9055b-11,-,mazurka63-2/pid9055b-11,28
63.2,F min,Lushtak,2004,2:02,122,Centaur CRC 2707,9088-21,-,mazurka63-2/pid9088-21,29
63.2,F min,Magaloff,1978,2:08,128,Phillips 426 817/29-2,9074g-11,-,mazurka63-2/pid9074g-11,30
63.2,F min,Magin,1975,1:39,99,Accord 465 665-2,9138b-11,-,mazurka63-2/pid9138b-11,31
63.2,F min,Milkina,1970,2:08,128,Unterschrift/EMI,9099b-15,-,mazurka63-2/pid9099b-15,35
63.2,F min,Mohovich,1999,1:55,115,Agora AG 231.2,9104b-11,-,mazurka63-2/pid9104b-11,36
63.2,F min,Ohlsson,1999,1:50,110,Arabesque Z6730-2,9153b-11,-,mazurka63-2/pid9153b-11,38
63.2,F min,Osinska,1989,1:55,115,Cassiopee 969 213/6,9101c-05,-,mazurka63-2/pid9101c-05,40
63.2,F min,Perlemuter,1992,2:03,123,Nimbus NI5393,9089-06,-,mazurka63-2/pid9089-06,41
63.2,F min,Poblocka,1999,1:52,112,BeArTon CDB012/13,9093b-17,-,mazurka63-2/pid9093b-17,42
63.2,F min,Rangell,2001,1:59,119,Dorian DOR-93258,9094b-11,-,mazurka63-2/pid9094b-11,43
63.2,F min,Rosen,1989,1:42,102,Globe 5028 ,52932-23,-,mazurka63-2/pid52932-23,44
63.2,F min,Rubinstein,1939,1:48,108,Naxos 8.110656-57,9049b-11,-,mazurka63-2/pid9049b-11,46
63.2,F min,Rubinstein,1952,1:32,92,BMG 09026 63027-2,9075b-11,-,mazurka63-2/pid9075b-11,46
63.2,F min,Rubinstein,1966,1:44,104,BMG 09026-63050-2,9059b-15,-,mazurka63-2/pid9059b-15,46
63.2,F min,Shebanova,2002,1:41,101,DUX 0350/0351,9072b-15,-,mazurka63-2/pid9072b-15,47
63.2,F min,Smith,1975,2:04,124,EMI 724358576726,9054b-11,-,mazurka63-2/pid9054b-11,48
63.2,F min,Sofronitsky,1949,1:43,103,Vista Vera VVCD-00118-2,9114-33,-,mazurka63-2/pid9114-33,49
63.2,F min,Sofronitsky,1960,1:42,102,Philips 456 970-2,5667291-11,-,mazurka63-2/pid5667291-11,49
63.2,F min,Sofronitsky,1961,1:44,104,Classound 001-026 ,9113-11,-,mazurka63-2/pid9113-11,49
63.2,F min,Sztompka,1959,1:38,98,Muza PNOD 313 A/B,9170b-11,-,mazurka63-2/pid9170b-11,50
63.2,F min,Uninsky,1971,1:51,111,Philips 442 574-2,9061b-08,-,mazurka63-2/pid9061b-08,51
63.2,F min,Wasowski,1980,1:58,118,Concord CCD-42036,9111b-13,-,mazurka63-2/pid9111b-13,53
63.3,C# min,Ashkenazy,1981,2:24,144,Decca 448 086-2,9058b-12,precor,mazurka63-3/pid9058b-12,0
63.3,C# min,Bacha,2000,1:50,110,Forlane 126817,9166l-10,-,mazurka63-3/pid9166l-10,1
63.3,C# min,Barbosa,1983,2:02,122,Centaur CRC2098/9,9174b-12,-,mazurka63-3/pid9174b-12,2
63.3,C# min,Biret,1990,2:24,144,Naxos 8.550359,9062b-15,precor,mazurka63-3/pid9062b-15,3
63.3,C# min,Blet,2003,1:59,119,Marcal MA030501,9103-20,precor,mazurka63-3/pid9103-20,4
63.3,C# min,Block,1995,2:08,128,ProPiano PPR224507 ,9064-21,precor,mazurka63-3/pid9064-21,5
63.3,C# min,Brailowsky,1960,2:02,122,Sony SB2K 63237,9060b-10,precor,mazurka63-3/pid9060b-10,6
63.3,C# min,Chiu,1999,2:17,137,HMX 2907352.53,9048b-16,precor,mazurka63-3/pid9048b-16,7
63.3,C# min,Cohen,1997,2:38,158,Glossa 920507 ,9069-12,precor,mazurka63-3/pid9069-12,9
63.3,C# min,Cortot,1951,2:23,143,Concert Artist 9180/12 ,9066b-12,precor,mazurka63-3/pid9066b-12,10
63.3,C# min,Csalog,1996,2:00,120,Hungaroton HCD 31755/6,1263b-12,-,mazurka63-3/pid1263b-12,11
63.3,C# min,Czerny-Stefanska,1949,2:13,133,Muza PNCD006,9085-16,precor,mazurka63-3/pid9085-16,12
63.3,C# min,Czerny-Stefanska,1990,2:12,132,Pony Canyon Classics PCCL-00460,9192b-12,-,mazurka63-3/pid9192b-12,12
63.3,C# min,Ezaki,2006,2:07,127,Triton OVCT-00035,9139b-12,-,mazurka63-3/pid9139b-12,13
63.3,C# min,Falvay,1989,1:55,115,Naxos 8.550256 ,9068-20,precor,mazurka63-3/pid9068-20,14
63.3,C# min,Ferenczy,1958,1:57,117,Hungaroton HCD 32121,9097-24,precor,mazurka63-3/pid9097-24,15
63.3,C# min,Fliere,1977,2:05,125,Melodia 10 00439,9063b-16,precor,mazurka63-3/pid9063b-16,17
63.3,C# min,Fou,1978,1:58,118,Sony SB2K 53 246,9071b-22,precor,mazurka63-3/pid9071b-22,18
63.3,C# min,Francois,1956,1:39,99,EMI CZS 7 67413 2,9070b-24,precor,mazurka63-3/pid9070b-24,19
63.3,C# min,Friedman,1923,2:09,129,Naxos 8.110684 ,9108-02,precor,mazurka63-3/pid9108-02,20
63.3,C# min,Friedman,1923,2:15,135,Selene CD-s 9908.53,9148-15,-,mazurka63-3/pid9148-15,20
63.3,C# min,Friedman,1930,2:16,136,Philips 456 784-2 ,5667230-16,precor,mazurka63-3/pid5667230-16,20
63.3,C# min,Gornostaeva,1994,2:10,130,Vista Vera VVCD-00064,9116-20,precor,mazurka63-3/pid9116-20,21
63.3,C# min,Hatto,1993,2:22,142,Con. Artist FED4-TC-0116/7,610003b-16,-,mazurka63-3/pid610003b-16,22
63.3,C# min,Hatto,2006,2:20,140,Con. Artist 9270/12,9073b-16,precor,mazurka63-3/pid9073b-16,22
63.3,C# min,Horowitz,1949,2:02,122,Philips 456 842-2 ,5667249-22,precor,mazurka63-3/pid5667249-22,23
63.3,C# min,Indjic,1988,2:21,141,Calliope 3321,9050b-12,precor,mazurka63-3/pid9050b-12,24
63.3,C# min,Kapell,1951,1:51,111,RCA 09026-68990-2,9090-21,precor,mazurka63-3/pid9090-21,25
63.3,C# min,Kushner,1989,2:08,128,Connoisseur CD4181/2,9118b-16,precor,mazurka63-3/pid9118b-16,26
63.3,C# min,Luisada,1991,2:19,139,DG 463054-2,9055b-12,precor,mazurka63-3/pid9055b-12,28
63.3,C# min,Lushtak,2004,2:16,136,Centaur CRC 2707,9088-22,precor,mazurka63-3/pid9088-22,29
63.3,C# min,Malcuzynski,1961,2:05,125,EMI CZS 5 68226 2,918904-12,-,mazurka63-3/pid918904-12,32
63.3,C# min,Magaloff,1978,2:21,141,Phillips 426 817/29-2,9074g-12,precor,mazurka63-3/pid9074g-12,30
63.3,C# min,Magin,1975,2:00,120,Accord 465 665-2,9138b-12,-,mazurka63-3/pid9138b-12,31
63.3,C# min,Milkina,1970,2:14,134,Unterschrift/EMI,9099b-16,precor,mazurka63-3/pid9099b-16,35
63.3,C# min,Mohovich,1999,2:06,126,Agora AG 231.2,9104b-12,precor,mazurka63-3/pid9104b-12,36
63.3,C# min,Niedzielski,1931,1:36,96,HMV B 3550,919401-03,-,mazurka63-3/pid919401-03,37
63.3,C# min,Ohlsson,1999,2:09,129,Arabesque Z6730-2,9153b-12,-,mazurka63-3/pid9153b-12,38
63.3,C# min,Osinska,1989,2:12,132,Cassiopee 969 213/6,9101c-06,precor,mazurka63-3/pid9101c-06,40
63.3,C# min,Perlemuter,1992,2:03,123,Nimbus NI5393,9089-07,precor,mazurka63-3/pid9089-07,41
63.3,C# min,Poblocka,1999,1:56,116,BeArTon CDB012/13,9093b-18,precor,mazurka63-3/pid9093b-18,42
63.3,C# min,Rangell,2001,2:15,135,Dorian DOR-93258,9094b-12,precor,mazurka63-3/pid9094b-12,43
63.3,C# min,Rosen,1989,1:58,118,Globe 5028 ,52932-24,precor,mazurka63-3/pid52932-24,44
63.3,C# min,Rosenthal,1930,1:36,96,Biddulph LHW 040,9183-05,-,mazurka63-3/pid9183-05,45
63.3,C# min,Rosenthal,1931,1:53,113,Selene CD-s 9906.51,9141-09,-,mazurka63-3/pid9141-09,45
63.3,C# min,Rosenthal,1931,1:55,115,Biddulph LHW 040,9183-11,-,mazurka63-3/pid9183-11,45
63.3,C# min,Rosenthal,1931,1:56,116,Biddulph LHW 040,9183-12,-,mazurka63-3/pid9183-12,45
63.3,C# min,Rosenthal,1931,1:57,117,Membran 222913-321,9057j-07,precor,mazurka63-3/pid9057j-07,45
63.3,C# min,Rubinstein,1939,2:13,133,Naxos 8.110656-57,9049b-12,precor,mazurka63-3/pid9049b-12,46
63.3,C# min,Rubinstein,1952,1:57,117,BMG 09026 63027-2,9075b-12,precor,mazurka63-3/pid9075b-12,46
63.3,C# min,Rubinstein,1966,2:18,138,BMG 09026-63050-2,9059b-16,precor,mazurka63-3/pid9059b-16,46
63.3,C# min,Shebanova,2002,2:01,121,DUX 0350/0351,9072b-16,precor,mazurka63-3/pid9072b-16,47
63.3,C# min,Smith,1975,4:30,270,EMI 724358576726,9054b-12,precor,mazurka63-3/pid9054b-12,48
63.3,C# min,Sztompka,1959,2:01,121,Muza PNOD 313 A/B,9170b-12,-,mazurka63-3/pid9170b-12,50
63.3,C# min,Uninsky,1932,1:53,113,Muza PNCD006,9085-11,precor,mazurka63-3/pid9085-11,51
63.3,C# min,Uninsky,1971,2:10,130,Philips 442 574-2,9061b-09,precor,mazurka63-3/pid9061b-09,51
63.3,C# min,Wasowski,1980,2:16,136,Concord CCD-42036,9111b-14,precor,mazurka63-3/pid9111b-14,53
67.1,G maj,Ashkenazy,1981,1:02,62,Decca 448 086-2,9058b-13,precor,mazurka67-1/pid9058b-13,0
67.1,G maj,Bacha,1998,1:12,72,Forlane 126817,9166e-16,-,mazurka67-1/pid9166e-16,1
67.1,G maj,Barbosa,1983,1:07,67,Centaur CRC2098/9,9174b-13,-,mazurka67-1/pid9174b-13,2
67.1,G maj,Biret,1990,1:15,75,Naxos 8.550359,9062b-16,-,mazurka67-1/pid9062b-16,3
67.1,G maj,Brailowsky,1960,1:12,72,Sony SB2K 63237,9060b-11,-,mazurka67-1/pid9060b-11,6
67.1,G maj,Chiu,1999,1:17,77,HMX 2907352.53,9048b-27,precor,mazurka67-1/pid9048b-27,7
67.1,G maj,Cohen,1997,1:17,77,Glossa 920507 ,9069-13,-,mazurka67-1/pid9069-13,9
67.1,G maj,Cortot,1951,1:04,64,Concert Artist 9180/12 ,9066b-13,-,mazurka67-1/pid9066b-13,10
67.1,G maj,Csalog,1996,1:10,70,Hungaroton HCD 31755/6,1263b-13,-,mazurka67-1/pid1263b-13,11
67.1,G maj,Czerny-Stefanska,1990,1:16,76,Pony Canyon Classics PCCL-00460,9192b-15,-,mazurka67-1/pid9192b-15,12
67.1,G maj,Ezaki,2006,1:14,74,Triton OVCT-00035,9139b-15,-,mazurka67-1/pid9139b-15,13
67.1,G maj,Ferenczy,1956,1:14,74,Hungaroton HCD 32121,9097-03,-,mazurka67-1/pid9097-03,15
67.1,G maj,Fliere,1977,1:11,71,Melodia 10 00439,9063b-19,-,mazurka67-1/pid9063b-19,17
67.1,G maj,Fou,1978,1:16,76,Sony SB2K 53 246,9071-23,-,mazurka67-1/pid9071-23,18
67.1,G maj,Francois,1956,1:12,72,EMI CZS 7 67413 2,9070b-25,-,mazurka67-1/pid9070b-25,19
67.1,G maj,Hatto,1993,1:16,76,Con. Artist FED4-TC-0116/7,610003b-17,-,mazurka67-1/pid610003b-17,22
67.1,G maj,Hatto,2006,1:12,72,Con. Artist 9270/12,9073b-19,precor,mazurka67-1/pid9073b-19,22
67.1,G maj,Indjic,1988,1:15,75,Calliope 3321,9050b-15,precor,mazurka67-1/pid9050b-15,24
67.1,G maj,Kushner,1989,1:16,76,Connoisseur CD4181/2,9118b-19,-,mazurka67-1/pid9118b-19,26
67.1,G maj,Luisada,1991,1:22,82,DG 463054-2,9055b-13,precor,mazurka67-1/pid9055b-13,28
67.1,G maj,Magaloff,1978,2:44,164,Phillips 426 817/29-2,9074g-13,-,mazurka67-1/pid9074g-13,30
67.1,G maj,Meguri,1997,0:56,56,Live Notes WWCC-7313,9137-20,-,mazurka67-1/pid9137-20,33
67.1,G maj,Milkina,1970,1:30,90,Unterschrift/EMI,9099b-19,-,mazurka67-1/pid9099b-19,35
67.1,G maj,Mohovich,1999,1:21,81,Agora AG 231.2,9104b-13,-,mazurka67-1/pid9104b-13,36
67.1,G maj,Ohlsson,1999,1:12,72,Arabesque Z6730-2,9153b-15,-,mazurka67-1/pid9153b-15,38
67.1,G maj,Rangell,2001,1:18,78,Dorian DOR-93258,9094b-18,-,mazurka67-1/pid9094b-18,43
67.1,G maj,Rosenthal,1930,1:25,85,Muza PNCD 300,9091-12,-,mazurka67-1/pid9091-12,45
67.1,G maj,Rosenthal,1931,1:19,79,Membran 222913-321,9057j-08,-,mazurka67-1/pid9057j-08,45
67.1,G maj,Rosenthal,1931,1:19,79,Biddulph LHW 040,9183-09,-,mazurka67-1/pid9183-09,45
67.1,G maj,Rosenthal,1935,1:22,82,Appian CDAPR 7002,9184-14,-,mazurka67-1/pid9184-14,45
67.1,G maj,Rosenthal,1937,1:16,76,Appian CDAPR 7002,9184b-10,-,mazurka67-1/pid9184b-10,45
